988,1414,999,-2538
989,1391,875,-2570
990,1329,799,-2638
991,1239,893,-2623
992,1420,944,-2596
993,1241,853,-2706
994,1399,908,-2575
995,1244,924,-2610
996,1163,934,-2614
997,1355,945,-2559
998,1212,895,-2664
999,1217,858,-2708
1000,1421,925,-2569
1001,1376,897,-2588
1002,1422,954,-2528
1003,1319,775,-2633
1004,1189,858,-2664
1005,1263,962,-2590
1006,1339,785,-2636
1007,1335,795,-2650
1008,1215,967,-2589
1009,1339,958,-2522
1010,1423,867,-2627
1011,1264,892,-2623
1012,1221,983,-2541
1013,1243,863,-2696
1014,1210,942,-2639
1015,1282,886,-2645
1016,1392,924,-2589
1017,1284,859,-2671
1018,1257,892,-2594
1019,1265,841,-2653
1020,1384,899,-2619
1021,1394,976,-2540
1022,1263,935,-2549
1023,1397,843,-2646
1024,1319,771,-2683
1025,1191,858,-2684
1026,1253,976,-2497
1027,1226,922,-2621
1028,1193,924,-2630
1029,1281,885,-2669
1030,1427,908,-2541
1031,1189,926,-2550
1032,1325,903,-2536
1033,1230,851,-2673
1034,1269,853,-2633
1035,1306,1019,-2503
1036,1376,908,-2609
1037,1251,884,-2573
1038,1343,963,-2548
1039,1414,849,-2669
1040,1303,961,-2554
1041,1236,813,-2683
1042,1293,802,-2714
1043,1425,898,-2578
1044,1240,969,-2584
1045,1370,850,-2619
1046,1230,1016,-2592
1047,1315,973,-2587
1048,1368,969,-2546
1049,1433,970,-2527
1050,1378,973,-2519
1051,1266,955,-2488
1052,1201,955,-2612
1053,1380,915,-2538
1054,1362,794,-2640
1055,1324,989,-2545
1056,1316,852,-2639
1057,1439,848,-2634
1058,1208,915,-2635
